NOM_ENT,NOM_MUN,INGRESO_HOGAR_TRI,GASTO_MUN_TRI,POBR_CAR_PROM,VUL_CAR_PROM,VUL_ING_POR,CAR_SALUD_PROM,CAR_SEG_SOC_PROM
Nayarit,Rosamorada,63178.43278,3840.877821,2.087262843,1.89160837,3.602032223,2.70728367,2.103834438
Nayarit,Ruíz,70868.90125,4308.413157,2.024494298,1.857364056,5.198093351,2.522498034,2.085592566
Nayarit,San Blas,63832.4347,3880.637298,1.842385974,1.817877399,4.558614312,2.478892949,1.976521914
Nayarit,San Pedro Lagunillas,80101.76454,4869.717043,1.548530595,1.484328781,6.326996198,2.407651715,1.580483356
Nayarit,Santa María del Oro,85910.46713,5222.85206,1.856728242,1.841983972,5.958969512,2.39139726,2.009648568
Nayarit,Santiago Ixcuintla,69996.70849,4255.388957,1.979849229,2.027235687,3.595665613,2.598510277,2.133473143
Nayarit,Tecuala,79727.43026,4846.959716,1.844998109,1.729862875,3.88248489,2.475512503,1.912744312
Nayarit,Tepic,156258.5579,9499.602996,1.757234444,1.686470955,7.667119504,2.264403816,1.951788127
Nayarit,Tuxpan,90549.21027,5504.86041,1.764935475,1.721333061,5.395365833,2.367195096,1.863150763
Nayarit,La Yesca,42636.34239,2592.039318,2.738350981,2.134938741,2.693757094,3.200915332,2.699059853
Nayarit,Bahía de Banderas,76901.3153,4675.148517,1.873143581,1.774243962,7.865641854,2.366407386,1.995472657
Nuevo León,Abasolo,377781.2973,25736.8017,1.757091281,1.436222389,2.795486601,2.732758621,1.574712644
Nuevo León,Agualeguas,179945.0586,12258.97185,1.718932995,1.483159891,1.135159817,2.303630363,1.568359375
Nuevo León,Los Aldamas,66543.56659,4533.359883,1.705055564,1.559607894,0.540659341,2.141025641,1.656526006
Nuevo León,Allende,297483.7696,20266.43681,1.596458141,1.375808756,9.740139746,2.251491365,1.563376702
Nuevo León,Anáhuac,318061.0865,21668.29107,1.793331216,1.658237715,3.056331185,2.412487652,1.793653104
Nuevo León,Apodaca,545015.5773,37129.8366,1.83232972,1.550938648,7.043198938,2.211733712,1.868811727
Nuevo León,Aramberri,279468.9981,19039.159,2.308482645,2.036323309,1.963984628,3.072905585,2.261784226
Nuevo León,Bustamante,322873.0749,21996.11353,1.482263789,1.287665463,5.852890173,2.345991561,1.397610922
Nuevo León,Cadereyta Jiménez,329374.051,22439.00028,1.87398936,1.721035243,6.652623551,2.483263262,1.964030907
Nuevo León,El Carmen,171610.596,11691.17665,2.38743517,2.003112451,3.943092322,2.992492446,2.405422745
Nuevo León,Cerralvo,192929.8805,13143.57834,1.793075323,1.446941019,1.130459606,2.236135957,1.564662178
Nuevo León,Ciénega de Flores,186410.5779,12699.44308,1.890029833,1.675581956,8.250532671,2.365788579,2.078860706
Nuevo León,China,154394.6445,10518.31941,1.76817166,1.443628559,1.452421231,2.627952756,1.578533207
Nuevo León,Doctor Arroyo,251332.7443,17122.34313,2.38743517,2.003112451,3.943092322,2.992492446,2.405422745
Nuevo León,Doctor Coss,223740.5104,15242.58927,2.38743517,2.003112451,3.943092322,2.992492446,2.405422745
Nuevo León,Doctor González,291145.9864,19834.66776,2.38743517,2.003112451,3.943092322,2.992492446,2.405422745
Nuevo León,Galeana,289557.9779,19726.48279,2.043042467,1.759934458,2.153941282,2.98312028,1.980852809
Nuevo León,García,276639.8989,18846.42324,1.853276636,1.617134638,8.113289924,2.466526294,2.056220163
Nuevo León,San Pedro Garza García,685010.2055,46667.1377,1.903799258,1.356598053,1.796403119,2.075118456,1.449649416
Nuevo León,General Bravo,225309.676,15349.49055,2.38743517,2.003112451,3.943092322,2.992492446,2.405422745
Nuevo León,General Escobedo,473180.0122,32235.953,2.38743517,2.003112451,3.943092322,2.992492446,2.405422745
Nuevo León,General Terán,214009.7981,14579.67288,2.38743517,2.003112451,3.943092322,2.992492446,2.405422745
Nuevo León,General Treviño,129461.8338,8819.741919,2.38743517,2.003112451,3.943092322,2.992492446,2.405422745
Nuevo León,General Zaragoza,296216.5893,20180.10864,2.38743517,2.003112451,3.943092322,2.992492446,2.405422745
Nuevo León,General Zuazua,239454.1408,16313.09909,2.38743517,2.003112451,3.943092322,2.992492446,2.405422745
Nuevo León,Guadalupe,554211.4595,37756.31705,1.879770622,1.60536305,5.49092051,2.281337325,1.876083767
Nuevo León,Los Herreras,77663.88313,5290.944718,1.950559172,1.498940168,0.281501341,2.32,1.603496504
Nuevo León,Higueras,295539.1357,20133.9563,2.258408359,1.686913602,1.742031134,2.518716578,1.954627949
Nuevo León,Hualahuises,429755.7987,29277.62663,1.470531369,1.366934038,4.929180135,2.254416961,1.422849807
Nuevo León,Iturbide,262597.9027,17889.79549,2.200404246,1.732671738,1.481283423,2.880434783,1.991009399
Nuevo León,Juárez,306580.5409,20886.16521,1.956803819,1.677052743,7.416468052,2.386060827,2.064897754
Nuevo León,Lampazos de Naranjo,242771.7856,16539.11761,1.775528166,1.488393415,1.686335404,2.316949153,1.596648713
Nuevo León,Linares,478412.7462,32592.43924,2.048659237,1.667056377,6.407868188,2.541579461,1.937388506
Nuevo León,Marín,329221.0134,22428.57441,2.005838897,1.560830776,2.781368442,2.738,1.767453541
Nuevo León,Melchor Ocampo,213075.1476,14515.9987,1.577465331,1.345555414,1.707404745,2.231481482,1.417977528
Nuevo León,Mier y Noriega,123885.4328,8439.842947,2.754031657,2.341365208,0.386629452,3.660447761,2.659031223
Nuevo León,Mina,296066.8842,20169.90979,2.042279661,1.516909695,3.988434317,2.455531453,1.800081433
Nuevo León,Montemorelos,476444.4315,32458.34546,1.798640732,1.565251289,5.972621985,2.363294124,1.74077458
Nuevo León,Monterrey,584412.8593,39813.82345,1.980935892,1.573552086,4.892865969,2.334638258,1.870070559
Nuevo León,Parás,335857.7198,22880.70795,1.797768107,1.40159875,0.314415437,1.962264151,1.500848896
Nuevo León,Pesquería,162995.7672,11104.28115,1.836329352,1.576323469,9.385437898,2.48879899,2.006840662
Nuevo León,Los Ramones,238888.1936,16274.54326,2.14032677,1.735952136,0.639067055,2.402298851,1.921432389
Nuevo León,Rayones,88624.44086,6037.645793,2.195671939,1.751316942,0.586340206,2.796407186,1.991024287
Nuevo León,Sabinas Hidalgo,452839.2851,30850.21669,1.630397191,1.427849538,6.075449351,2.321937616,1.564800324
Nuevo León,Salinas Victoria,222019.1518,15125.31966,1.910037203,1.656531937,8.948398532,2.451875768,2.082747813
Nuevo León,San Nicolás de los Garza,664696.2306,45283.22392,1.734061619,1.529766263,6.270072034,2.155898223,1.749071684
Nuevo León,Hidalgo,360864.1979,24584.30412,1.641512334,1.408072385,10.16562828,2.406173117,1.636337702
Nuevo León,Santa Catarina,521703.44,35541.66943,1.849336905,1.605760165,6.293106212,2.251457307,1.903467928
Nuevo León,Santiago,465042.0492,31681.54456,2.043886006,1.634414161,2.944150526,2.412044919,1.836956434
Nuevo León,Vallecillo,113112.2723,7705.908532,2.10718994,1.620014264,0.806864065,2.637037037,1.768072289
Nuevo León,Villaldama,320998.6784,21868.41803,1.754509813,1.430013905,2.212984724,2.411458333,1.532133676
Oaxaca,Abejones,329822.7433,27008.48888,2.21650401,1.826564635,0.124542125,3.522727273,2.194557823
Oaxaca,Acatlán de Pérez Figueroa,126636.3941,10369.98725,2.920011203,2.240948667,3.028840679,3.223143747,2.927154672
Oaxaca,Asunción Cacalotepec,93883.58417,7687.928717,2.623635746,2.099117166,1.214576547,3.587826087,2.768211921
Oaxaca,Asunción Cuyotepeji,129605.143,10613.09184,2.365118078,1.769082151,4.828413284,2.77631579,2.283678757
Oaxaca,Asunción Ixtaltepec,157628.0832,12907.83131,2.665451391,2.1371823,2.260723892,2.805623859,2.584360222
Oaxaca,Asunción Nochixtlán,168964.8519,13836.17539,2.531056944,1.964921872,3.416260358,2.888282967,2.510945713
Oaxaca,Asunción Ocotlán,35943.1048,2943.305052,3.533827034,3.064273375,0.151182432,3.884015595,3.554460865
Oaxaca,Asunción Tlacolulita,91218.00666,7469.650196,2.481519971,1.862880006,2.692307692,3.271084337,2.55942623
Oaxaca,Ayotzintepec,54401.27208,4454.805444,2.807785486,2.506265966,1.472234562,3.390909091,2.837163814
Oaxaca,El Barrio de la Soledad,116774.484,9562.416226,2.717884441,1.945948185,3.332456401,2.81993207,2.644134
Oaxaca,Calihualá,34111.48201,2793.317324,3.100284548,2.255648996,0.467193676,4.064885496,3.123910939
Oaxaca,Candelaria Loxicha,51396.34366,4208.738193,3.573807756,2.703327379,0.348279931,4.087627745,3.598954362
Oaxaca,Ciénega de Zimatlán,154018.4417,12612.24538,2.011556379,1.698933958,2.952412426,2.583427923,1.979122284
Oaxaca,Ciudad Ixtepec,199083.4132,16302.52086,2.58436071,2.048491431,4.822507454,2.782398978,2.482222762
Oaxaca,Coatecas Altas,50002.99992,4094.640212,3.099715135,2.70641984,0.182996569,3.821835231,3.17549302
Oaxaca,Coicoyán de las Flores,43508.45871,3562.815929,3.698973513,2.770813322,0.071173993,4.429336906,3.773228347
Oaxaca,La Compañía,30495.11641,2497.180772,2.904754827,2.500663331,0.384722999,3.647540984,2.933933934
Oaxaca,Concepción Buenavista,69955.75473,5728.529225,2.547577839,1.860267776,1.779706275,3.409448819,2.58377425
Oaxaca,Concepción Pápalo,36467.32946,2986.232703,2.449293057,1.912194785,2.017439703,3.574311927,2.574019608
Oaxaca,Constancia del Rosario,121361.4324,9938.031757,3.331394754,2.104905271,0.714901876,3.884773663,3.239864865
Oaxaca,Cosolapa,136329.6175,11163.74487,2.807040164,2.221809003,4.266836681,3.068823272,2.837282795
Oaxaca,Cosoltepec,65512.73668,5364.699847,2.422628833,1.947582115,5.495967742,3.095505618,2.780626781
Oaxaca,Cuilápam de Guerrero,198719.3684,16272.71,2.984067284,2.287858936,3.490004785,3.241334963,2.985893409
Oaxaca,Cuyamecalco Villa de Zaragoza,39372.3637,3224.119831,2.884096797,2.105103014,1.077397644,3.370473538,2.977359805
Oaxaca,Chahuites,101493.9747,8311.127546,3.267399287,2.509173498,0.96585861,3.39490707,3.150187913
Oaxaca,Chalcatongo de Hidalgo,120685.555,9882.685584,2.56957227,2.104778087,2.134900011,3.288858322,2.590833207
Oaxaca,Chiquihuitlán de Benito Juárez,35116.51053,2875.61699,2.720628588,2.402824169,0.993036212,3.700520833,2.774008051
Oaxaca,Heroica Ciudad de Ejutla de Crespo,81194.69944,6648.862706,2.993700122,2.521470303,0.922287988,3.201772005,2.926348126
Oaxaca,Eloxochitlán de Flores Magón,39711.75379,3251.91177,3.074658351,2.240283373,0.611580217,3.890438247,3.093583637
Oaxaca,El Espinal,194474.5213,15925.10842,2.181111466,1.632841381,5.862742817,2.605867347,2.056105611
Oaxaca,Tamazulápam del Espíritu Santo,90523.37506,7412.768278,2.522369642,2.341353066,4.267529823,3.290680473,2.579849946
Oaxaca,Fresnillo de Trujano,26643.06283,2181.744227,2.467089334,2.08929244,2.462184874,3.034042553,2.580779944
Oaxaca,Guadalupe Etla,225324.4484,18451.34389,2.688397758,1.965819982,2.847142857,2.799424184,2.446627374
Oaxaca,Guadalupe de Ramírez,74261.33195,6081.103864,2.280283406,1.827705859,1.368878357,3.013215859,2.247933884
Oaxaca,Guelatao de Juárez,174700.6312,14305.86626,1.621741181,1.42769106,11.82246377,2.082191781,1.569721116
Oaxaca,Guevea de Humboldt,57323.6446,4694.112366,2.781285684,2.36397447,0.618146718,3.51687389,2.799771167
Oaxaca,Mesones Hidalgo,87562.57053,7170.314239,3.036466222,2.340962301,0.215722543,3.614803625,3.039089692
Oaxaca,Villa Hidalgo,68501.64669,5609.455384,2.378028484,1.798208509,3.112012987,2.934083601,2.365671642
Oaxaca,Heroica Ciudad de Huajuapan de León,184853.2803,15137.24528,2.534433306,2.061816054,4.684610705,2.703394036,2.427602889
Oaxaca,Huautepec,52430.71017,4293.440285,3.703923377,2.752621001,0.138291139,4.632258065,3.749393414
Oaxaca,Huautla de Jiménez,84608.73874,6928.431184,3.132515553,2.120311068,3.167094786,3.7653242,3.29010562
Oaxaca,Ixtlán de Juárez,161410.5697,13217.57116,2.10161263,1.650815521,6.345005529,2.698519516,2.089158576
Oaxaca,Juchitán de Zaragoza,197411.5594,16165.61628,2.38743517,2.003112451,3.943092322,2.992492446,2.405422745
Oaxaca,Loma Bonita,117533.6971,9624.586587,2.590557407,2.209228631,7.010342781,2.987800571,2.634279769
Oaxaca,Magdalena Apasco,234634.9295,19213.75956,1.939334871,1.693448234,5.681474843,2.322059566,1.99320331
Oaxaca,Magdalena Jaltepec,71500.81897,5855.051277,2.361487232,1.843622384,1.88023743,2.990929705,2.365678347
Oaxaca,Santa Magdalena Jicotlán,177127.0288,14504.55885,2.215883233,1.832529626,1.8125,2.806451613,2.411764706
Oaxaca,Magdalena Mixtepec,60072.39079,4919.201395,3.018295702,2.439479497,0,3.870535714,3.027131783
Oaxaca,Magdalena Ocotlán,92901.92981,7607.543111,2.933325805,2.193833181,1.139534884,3.572874494,3.182781457
Oaxaca,Magdalena Peñasco,82895.44948,6788.13354,2.504030759,2.334654233,0.812709966,3.427966102,2.729761439
Oaxaca,Magdalena Teitipac,30116.05654,2466.140358,3.273662312,3.056538771,0.135331906,3.95256917,3.321411765
Oaxaca,Magdalena Tequisistlán,143568.6057,11756.53035,2.540065096,2.199389358,5.625830636,3.188911704,2.605850273
Oaxaca,Magdalena Tlacotepec,132742.8466,10870.03176,2.216286597,1.754309098,4.520784314,2.664739884,2.294117647
Oaxaca,Magdalena Zahuatlán,201240.857,16479.18938,2.392068435,1.669911451,2.587939699,3.022222222,2.392282958
Oaxaca,Mariscala de Juárez,66511.45987,5446.483182,2.403450305,1.8238951,1.470507545,2.79029734,2.310309629
Oaxaca,Mártires de Tacubaya,119064.6418,9749.952419,3.216064957,2.611915728,0.803797468,3.810631229,3.168141593
Oaxaca,Matías Romero Avendaño,113100.9635,9261.599382,2.780188823,2.252752858,4.76890819,3.053389796,2.849514385
Oaxaca,Mazatlán Villa de Flores,37591.80772,3078.313857,3.150047361,2.490890583,0.963330665,4.020028612,3.263894325
Oaxaca,Miahuatlán de Porfirio Díaz,160442.8055,13138.32298,3.085994754,2.462192701,3.127433446,3.151134912,3.035354628
Oaxaca,Mixistlán de la Reforma,73072.91176,5983.786641,2.48376404,2.161252928,1.305098684,3.493827161,2.539108911
Oaxaca,Monjas,38021.39125,3113.491546,2.745982449,2.232527174,0.323374341,3.305084746,2.697513249
Oaxaca,Natividad,163255.635,13368.65966,1.693360519,1.428475753,6.046464647,2.333333333,1.643333333
Oaxaca,Nazareno Etla,256221.4882,20981.43732,2.151059631,1.682242281,6.872844828,2.51035503,2.118636565
Oaxaca,Nejapa de Madero,61370.94959,5025.537636,2.564528707,2.192496408,1.25547357,3.21402439,2.595545513
Oaxaca,Ixpantepec Nieves,35458.23746,2903.600288,2.838815968,2.330368098,0.765937203,3.306163022,2.916996047
Oaxaca,Santiago Niltepec,92210.83248,7550.950608,2.4538369,2.186331827,3.063141584,2.918118467,2.504511677
Oaxaca,Oaxaca de Juárez,251604.6446,20603.37374,2.650304437,1.946817201,4.008149755,2.603501326,2.453570081
Oaxaca,Ocotlán de Morelos,180415.8596,14773.87426,2.937557706,2.221715394,2.212058362,2.974529633,2.777703695
Oaxaca,La Pe,12535.85787,1026.534964,2.901193814,2.566551485,0.045154911,3.703225807,2.892438765
Oaxaca,Pinotepa de Don Luis,62612.85869,5127.234953,3.039128688,2.140058394,2.672684086,3.669821241,3.065076799
Oaxaca,Pluma Hidalgo,51423.97611,4211.000955,3.256146431,2.442262099,0.531064627,3.957013575,3.19035533
Oaxaca,San José del Progreso,72398.11799,5928.529202,2.853176097,2.191937358,1.556219032,3.57622739,2.90459588
Oaxaca,Putla Villa de Guerrero,139531.2393,11425.91893,2.90687551,2.073309186,1.506568366,3.349066624,2.905327428
Oaxaca,Santa Catarina Quioquitani,136341.1998,11164.69332,2.047413304,2.338702965,1.955654102,3.4,2.115089514
Oaxaca,Reforma de Pineda,61128.80167,5005.708654,2.235217135,1.769649709,4.231928875,2.816666667,2.278062678
Oaxaca,La Reforma,119175.1777,9759.003973,2.919203545,2.52742718,0.450523169,3.560790274,2.877252635
Oaxaca,Reyes Etla,164156.6285,13442.44012,2.631802151,2.063974957,1.983728498,2.960587842,2.491393858
Oaxaca,Rojas de Cuauhtémoc,165418.4012,13545.76403,2.207034602,1.732379352,2.327329679,2.635714286,1.978672986
Oaxaca,Salina Cruz,186000.3718,15231.17819,2.688901432,2.066461744,4.833210661,2.850448242,2.586539429
Oaxaca,San Agustín Amatengo,27019.37728,2212.559824,2.686026692,2.140115663,0.72715816,3.531177829,2.655510204
Oaxaca,San Agustín Atenango,79238.5479,6488.677581,2.763755516,2.225126571,1.042702703,3.412631579,2.786084382
Oaxaca,San Agustín Chayuco,49398.14568,4045.109973,2.893261787,2.407581602,0.690656258,3.683314415,2.978873239
Oaxaca,San Agustín de las Juntas,264500.9885,21659.42814,2.61597906,2.155460323,3.493916804,2.676386656,2.538519126
Oaxaca,San Agustín Etla,222598.6989,18228.13801,2.061152751,1.664358955,7.947883533,2.340630473,2.015675676
Oaxaca,San Agustín Loxicha,40349.58315,3304.14227,3.510874066,2.615211526,0.22478476,4.273759713,3.540791651
Oaxaca,San Agustín Tlacotepec,139024.1214,11384.39212,2.673674255,2.007549663,1.709539121,3.52,2.838351823
Oaxaca,San Agustín Yatareni,148990.7484,12200.53818,2.84555333,2.248201011,2.302217254,3.012557427,2.841962469
Oaxaca,San Andrés Cabecera Nueva,106239.3286,8699.714573,2.842977826,2.367387537,0.653347354,3.730526316,2.910084034
Oaxaca,San Andrés Dinicuiti,80812.28827,6617.547861,2.693739711,2.214330731,1.653585927,3.432876712,2.733369684
Oaxaca,San Andrés Huaxpaltepec,88222.55766,7224.359194,2.825057902,2.168618418,1.858289646,3.323337679,2.868054066
Oaxaca,San Andrés Huayápam,237636.2623,19459.53236,2.209422555,1.817976223,3.8560253,2.272682688,2.083437892
Oaxaca,San Andrés Ixtlahuaca,118483.6206,9702.373822,2.648677314,2.16927421,2.016449234,3.026378897,2.772065955
Oaxaca,San Andrés Lagunas,46162.44959,3780.145645,2.335370035,1.985163581,2.034749035,3.319587629,2.692546584
Oaxaca,San Andrés Nuxiño,33606.2633,2751.94603,2.388103233,2.08517847,0.663745893,3.442622951,2.599212598
Oaxaca,San Andrés Paxtlán,50319.29622,4120.541049,3.064011138,2.721036037,0.491200361,3.906928645,3.160709487
Oaxaca,San Andrés Sinaxtla,107541.4103,8806.339299,2.100942025,1.744464626,8.488590604,2.64021164,2.043659044
Oaxaca,San Andrés Solaga,64809.88971,5307.14519,2.306545716,1.983856284,5.555032372,2.892857143,2.391517129
Oaxaca,San Andrés Teotilálpam,71177.19726,5828.550578,3.210844826,2.67718688,0.233703525,3.954741379,3.246425568
Oaxaca,San Andrés Tepetlapa,25104.61826,2055.764246,2.979063202,2.784709206,0,3.8,3.059561129
Oaxaca,San Andrés Yaá,36507.09754,2989.489228,2.250061441,1.968794229,3.335038363,3.083333333,2.367647059
Oaxaca,San Andrés Zabache,38361.73619,3141.361675,3.260795737,2.637449429,0.11852861,3.862831858,3.232
Oaxaca,San Andrés Zautla,172404.5282,14117.84323,2.611257551,2.014725134,2.684770224,2.884689302,2.487790865
Oaxaca,San Antonino Castillo Velasco,126185.4823,10333.06303,3.461580313,2.69945843,0.528766661,3.694072658,3.397961223
Oaxaca,San Antonino el Alto,123759.7355,10134.42374,2.555245401,2.14804128,1.480805777,3.56022409,2.808879264
Oaxaca,San Antonino Monte Verde,39863.96272,3264.375838,2.555741008,2.096663071,0.625167875,3.310841547,2.588531341
Oaxaca,San Antonio Acutla,134445.817,11009.48442,1.672032513,1.604477319,10.1504065,2.962962963,1.748148148
Oaxaca,San Antonio de la Cal,221816.5246,18164.08741,2.732593934,2.134002807,3.648552406,2.817010765,2.645453935
Oaxaca,San Antonio Huitepec,78186.86285,6402.557311,2.457846765,2.043334102,3.619828816,3.410684474,2.779019243
Oaxaca,San Antonio Nanahuatípam,159155.5364,13032.91124,2.409664769,1.792265356,2.623973727,2.958333333,2.313549832
Oaxaca,San Antonio Sinicahua,94616.41647,7747.938808,3.13966497,2.712748702,0.037664783,3.931944444,3.321374046
Oaxaca,San Antonio Tepetlapa,48089.27952,3937.929684,2.990130231,2.390388461,0.637791932,3.771812081,3.114670735
Oaxaca,San Baltazar Chichicápam,131813.8642,10793.95936,2.7198685,1.959521726,3.609727165,3.292207792,2.816657027
Oaxaca,San Baltazar Loxicha,48292.12777,3954.540499,2.766568095,2.425809319,0.161093248,3.548654244,2.782307972
Oaxaca,San Baltazar Yatzachi el Bajo,56764.74514,4648.345268,2.199487805,1.773556602,6.787330317,2.659090909,2.355329949
Oaxaca,San Bartolo Coyotepec,259579.4817,21256.41633,2.617722851,2.11110244,4.036859172,2.87661018,2.492476123
Oaxaca,San Bartolomé Ayautla,57884.64994,4740.05191,3.667602316,3.344591476,0.074345806,4.438084112,3.736269863
Oaxaca,San Bartolomé Loxicha,25932.74168,2123.577526,2.671517979,2.258322957,3.472272727,3.402173913,2.800125313
Oaxaca,San Bartolomé Quialana,54050.06446,4426.045793,2.796693614,2.37536178,2.302021904,3.146803473,2.940272028
Oaxaca,San Bartolomé Yucuañe,97600.60771,7992.307935,2.869171241,2.164803381,2.664355062,3.5,3.041420118
Oaxaca,San Bartolomé Zoogocho,276933.5729,22677.50626,2.594658537,2.274065739,2.533333333,3.28,2.704663212
Oaxaca,San Bartolo Soyaltepec,120363.1655,9856.285793,2.30426858,1.923119503,3.526226734,2.944827586,2.387700535
Oaxaca,San Bartolo Yautepec,29295.12881,2398.916317,2.074243771,1.902853913,4.06779661,2.84,2.108695652
Oaxaca,San Bernardo Mixtepec,47334.05224,3876.085715,2.650063318,2.038887219,0.595630373,3.37745975,2.60895023
Oaxaca,San Blas Atempa,120192.0563,9842.274013,3.438707967,3.112942072,1.678434331,3.834528339,3.48666431
Oaxaca,San Carlos Yautepec,62333.16123,5104.331118,2.72262011,2.463862353,0.325520902,3.608289157,2.784859245
Oaxaca,San Cristóbal Amatlán,68244.45754,5588.394707,2.699028717,2.559267746,0.523906977,3.898423818,3.071924948
Oaxaca,San Cristóbal Amoltepec,42018.153,3440.777937,2.75846328,2.620597718,0.155448718,3.80141844,2.930722892
Oaxaca,San Cristóbal Lachirioag,57018.53684,4669.127736,1.971999915,1.824518626,2.86492891,2.532494759,1.997851772
Oaxaca,San Cristóbal Suchixtlahuaca,107470.3321,8800.51885,1.746042141,1.333705103,5.129310345,2.470588235,1.655172414
Oaxaca,San Dionisio del Mar,82169.16028,6728.659248,3.027853524,2.839144269,0.75063713,3.734774067,3.129024732
Oaxaca,San Dionisio Ocotepec,57417.65661,4701.810811,3.053078079,2.559531936,1.137520684,3.611166206,3.083181243
Oaxaca,San Dionisio Ocotlán,114362.4512,9364.89995,2.531777025,2.03165511,7.664615385,3.203804348,2.725075529
Oaxaca,San Esteban Atatlahuca,92390.61086,7565.67228,2.699801156,2.206720107,1.573205494,3.821958457,2.830631252
Oaxaca,San Felipe Jalapa de Díaz,45642.83858,3737.595795,3.715159509,2.612777927,0.329927479,4.390934249,3.750757139
Oaxaca,San Felipe Tejalápam,77276.53511,6328.012491,3.020189878,2.404986744,1.13243409,3.438163416,3.012086792
Oaxaca,San Felipe Usila,66689.61219,5461.0717,3.06698412,2.37547219,0.136358973,3.80777753,3.126896172
Oaxaca,San Francisco Cahuacuá,69310.57649,5675.69694,2.970164484,2.246392585,0.487503675,4.040254237,3.193680755
Oaxaca,San Francisco Cajonos,74228.4001,6078.407144,2.034668943,1.674648084,5.111363636,2.75308642,2.056478405
Oaxaca,San Francisco Chapulapa,43575.66996,3568.319716,2.803475408,2.052642464,0.467194044,3.855895197,2.85106383
Oaxaca,San Francisco Chindúa,58896.91845,4822.944444,2.691644027,2.248854432,1.066084788,3.316091954,2.733133433
Oaxaca,San Francisco del Mar,80713.79763,6609.48267,3.256971025,2.84231347,0.486845169,3.904418828,3.275852623
Oaxaca,San Francisco Huehuetlán,90877.52547,7441.768909,2.5770561,1.566213331,1.361144219,3.404255319,2.705882353
Oaxaca,San Francisco Ixhuatán,71273.92439,5836.471359,2.693263792,2.396229309,3.604963472,3.358646617,2.745126354
Oaxaca,San Francisco Jaltepetongo,48936.49075,4007.306025,2.417927756,2.113228562,2.223529412,3.336683417,2.537826685
Oaxaca,San Francisco Lachigoló,179742.3272,14718.72012,2.450617204,1.822699657,4.44959717,2.747984954,2.389352149
Oaxaca,San Francisco Logueche,23886.55615,1956.019709,2.79419938,2.573934604,0,3.655,2.854508197
Oaxaca,San Francisco Nuxaño,38157.6844,3124.652304,2.03442259,1.748877773,1.801587302,2.685714286,2.058219178
Oaxaca,San Francisco Ozolotepec,41643.52236,3410.100224,2.66068994,2.527162646,1.909133055,3.517162471,2.822801303
Oaxaca,San Francisco Sola,139754.0153,11444.16159,3.358744435,2.435801563,0.288024255,3.550815558,3.227036395
Oaxaca,San Francisco Telixtlahuaca,183275.8525,15008.07305,2.389289183,1.848899498,6.973969687,2.790520663,2.352688997
Oaxaca,San Francisco Teopan,76641.50285,6276.011039,2.482731361,2.003112451,0.636065574,3.117647059,2.634854772
Oaxaca,San Francisco Tlapancingo,98666.63377,8079.602561,3.209236659,2.477771341,0.300590219,4.021459228,3.236268939
Oaxaca,San Gabriel Mixtepec,82791.5542,6779.625774,2.653135507,2.08420587,1.363542739,3.24471831,2.630494164
Oaxaca,San Ildefonso Amatlán,32854.82029,2690.411946,2.626608202,2.275753443,0,3.359173127,2.655068079
Oaxaca,San Ildefonso Sola,81211.0717,6650.203395,3.45071359,2.565968058,0.157442748,3.920903955,3.401918977
Oaxaca,San Ildefonso Villa Alta,92344.98619,7561.936173,2.550308135,2.046574586,7.680489841,3.17739628,2.73960499
Oaxaca,San Jacinto Amilpas,293590.6555,24041.51963,2.444210309,1.900404804,2.831960587,2.39011554,2.215805734
Oaxaca,San Jacinto Tlacotepec,72818.00826,5962.91313,2.611506762,2.162189725,0.421555252,3.472868217,2.548387097
Oaxaca,San Jerónimo Coatlán,69961.49756,5728.999493,2.932770261,2.536714198,0.318546915,3.791324736,2.955435652
Oaxaca,San Jerónimo Silacayoapilla,16733.48418,1370.26973,2.304777136,1.968347123,2.482636428,3.082781457,2.323004695
Oaxaca,San Jerónimo Sosola,73575.84274,6024.970597,2.405085507,2.035285578,1.640324963,3.173669468,2.454200285
Oaxaca,San Jerónimo Taviche,60773.78994,4976.637492,3.041972973,2.403180608,0.18226845,3.83203125,3.051462622
Oaxaca,San Jerónimo Tecóatl,69750.08554,5711.687408,3.052664524,1.927407363,1.14267101,3.745614035,3.134536505
Oaxaca,San Jorge Nuchita,36519.76922,2990.526884,3.015035477,2.361372097,0.587837838,3.679814385,3.060513714
Oaxaca,San José Ayuquila,67523.56347,5529.362212,2.38462605,1.86933236,2.877688998,3.287179487,2.486615679
Oaxaca,San José Chiltepec,121357.8555,9937.738859,3.196120581,2.577118251,1.362534822,3.616811469,3.238320646
Oaxaca,San José del Peñasco,35606.73636,2915.76055,2.734890274,2.498979657,0.023752969,3.517948718,2.779256794
Oaxaca,San José Estancia Grande,61182.47051,5010.103482,3.095988823,2.560776204,0.50613155,3.734513274,3.040816327
Oaxaca,San José Independencia,51750.59275,4237.746903,3.656379983,2.793306144,0.09646539,4.391389433,3.725319396
Oaxaca,San José Lachiguiri,74967.81814,6138.956528,3.050861731,2.399382857,0.055691388,4.358823529,3.232934553
Oaxaca,San José Tenango,51781.91561,4240.311867,3.73993372,2.4380046,0.272926871,4.681659973,3.87537931
Oaxaca,San Juan Achiutla,70329.84967,5759.163071,2.144809741,1.745842218,6.017326733,2.983333333,2.201612903
