NOM_ENT,NOM_MUN,POBR_CAR_PROM,VUL_CAR_PROM,VUL_ING_POR,CAR_SALUD_PROM,CAR_SEG_SOC_PROM
Jalisco,Huejúcar,1.8701186345,1.7425469009,2.1006538197,2.3801399825,1.857910047
Jalisco,Huejuquilla el Alto,2.1498467799,1.7982905409,1.0847131144,2.5006862367,2.0073480319
Jalisco,La Huerta,2.4230379167,2.0675043447,0.978687426,2.6733189039,2.2697532064
Jalisco,Ixtlahuacán de los Membrillos,1.9758621706,1.828986145,12.8713755304,2.6266811731,2.2490787425
Jalisco,Ixtlahuacán del Río,2.4112850124,2.1127032524,1.9459392641,2.6037970256,2.3143869761
Jalisco,Jalostotitlán,1.9645965821,1.8778980409,4.8423537015,2.3528087621,2.0323322129
Jalisco,Jamay,1.9248570108,1.7188432216,8.2858538557,2.4265787621,2.0006676342
Jalisco,Jesús María,2.3417140425,2.1431882982,2.257329516,2.609930038,2.3259420362
Jalisco,Jilotlán de los Dolores,2.2669871368,1.9232772456,0.5385150006,2.760391198,2.1588243047
Jalisco,Jocotepec,2.2110633463,1.97533423,4.8890847363,2.526559297,2.2536110431
Jalisco,Juanacatlán,1.9199475127,1.8025509071,14.871663615,2.3958945142,2.1808354929
Jalisco,Juchitlán,1.8474435036,1.5425821571,2.9020475927,2.4012841091,1.7564194864
Jalisco,Lagos de Moreno,2.0527124755,1.8826622359,10.1286192838,2.5485022968,2.2159750051
Jalisco,El Limón,1.5005704871,1.3629717806,4.0454458293,2.2251655629,1.4599549694
Jalisco,Magdalena,1.6607371631,1.5438813276,6.2784077403,2.3930696312,1.6530302862
Jalisco,Santa María del Oro,2.2655632126,1.8811047391,0.8445595855,3.0606060606,2.169360506
Jalisco,La Manzanilla de la Paz,1.9500136924,1.7382225266,1.6547679755,2.40625,1.8612454655
Jalisco,Mascota,1.7615179899,1.6451566261,2.9916252417,2.3060762544,1.7197600702
Jalisco,Mazamitla,2.2042678545,1.9591142277,2.2346434126,2.4691572521,2.1305061146
Jalisco,Mexticacán,1.4938869292,1.363642262,2.1223661318,2.1712538226,1.4711670481
Jalisco,Mezquitic,3.5581664635,2.2318420627,0.4879615554,4.3783154956,3.4162861073
Jalisco,Mixtlán,2.0722614302,1.7266957314,0.3947148818,2.5515350877,1.8375439719
Jalisco,Ocotlán,2.0835922556,1.8391518005,10.6204732557,2.4650898196,2.194347606
Jalisco,Ojuelos de Jalisco,2.1207270593,1.8667568432,3.8237816759,2.6643011416,2.0902466659
Jalisco,Pihuamo,2.1256359428,1.8888288025,3.463153486,2.5638359983,2.1303352776
Jalisco,Poncitlán,2.374603762,1.8927023194,6.6810215616,2.7300713195,2.3614278574
Jalisco,Puerto Vallarta,1.9920550292,1.7791367848,10.6856771875,2.5101187308,2.1796730762
Jalisco,Villa Purificación,2.2238294508,1.9511410541,0.9203129973,2.5422090829,2.1511047693
Jalisco,Quitupan,2.2382361994,1.882675446,0.3858607663,2.5870689655,2.1530661516
Jalisco,El Salto,2.1482956578,1.8852305091,13.6162512744,2.6544089412,2.4132869702
Jalisco,San Cristóbal de la Barranca,2.306953159,1.9678218444,0.9074202497,2.8600174978,2.1813992459
Jalisco,San Diego de Alejandría,2.0509327535,1.6948655411,2.9136896646,2.6410684474,1.9426442558
Jalisco,San Juan de los Lagos,1.8959318548,1.8007976021,7.3610630299,2.3436624607,1.9457094189
Jalisco,San Julián,1.9544637139,1.8720934177,2.1429107537,2.3609794152,1.944361867
Jalisco,San Marcos,1.9242372539,1.6402865539,3.8956105796,2.3839397742,1.8773734177
Jalisco,San Martín de Bolaños,2.215257878,1.67741945,4.2932231405,2.709382151,2.001510574
Jalisco,San Martín Hidalgo,2.1147989033,1.881002905,3.4065761715,2.4787530166,2.0934287957
Jalisco,San Miguel el Alto,2.1841763017,2.0494909214,4.3569160244,2.6726966548,2.225662015
Jalisco,Gómez Farías,2.294778991,1.9894271999,5.6410692559,2.8399410885,2.3439131647
Jalisco,San Sebastián del Oeste,1.8400285516,1.5107242359,2.5717984465,2.5132743363,1.7179809141
Jalisco,Santa María de los Ángeles,1.8060582966,1.571112139,2.0476050544,2.573699422,1.7722551929
Jalisco,Sayula,1.9300300157,1.7529589803,7.6165287246,2.489781782,1.9422140531
Jalisco,Tala,1.9211416457,1.788716458,11.2246452837,2.4902568143,2.1714987706
Jalisco,Talpa de Allende,1.91753621,1.7452286868,2.288413509,2.5579185287,1.8671126509
Jalisco,Tamazula de Gordiano,1.9787141364,1.844020221,6.4459260437,2.6365748635,2.0502892712
Jalisco,Tapalpa,2.3947931945,2.1927160767,2.1666709235,2.6809111765,2.3454887486
Jalisco,Tecalitlán,1.9423169534,1.7817339096,6.2882577949,2.4005526927,1.938481486
Jalisco,Tecolotlán,1.6482591878,1.5115838633,5.5031533952,2.1831656869,1.6191128935
Jalisco,Techaluta de Montenegro,1.8806958114,1.4366638786,4.0040100251,2.491349481,1.7196416722
Jalisco,Tenamaxtlán,1.7947632621,1.605663868,1.9533584695,2.3640449438,1.7296542089
Jalisco,Teocaltiche,1.8559736949,1.7728401936,3.9664947291,2.3007427056,1.8672682182
Jalisco,Teocuitatlán de Corona,2.2579379603,1.9635875604,2.1571280223,2.620287871,2.1687639308
Jalisco,Tepatitlán de Morelos,1.8799386816,1.7315087561,10.291635611,2.3598629239,1.9426532259
Jalisco,Tequila,2.2765415721,1.9609100221,7.9538689504,2.6564377271,2.2567247758
Jalisco,Teuchitlán,1.6911182962,1.4252363808,5.1014538894,2.3312930375,1.6205138662
Jalisco,Tizapán el Alto,2.3767773396,2.0556427221,1.8061139831,2.5989502903,2.3005065343
Jalisco,Tlajomulco de Zúñiga,1.9692034454,1.8117494106,13.2770994382,2.5174020842,2.2739268398
Jalisco,Tlaquepaque,2.0378870104,1.8347947129,11.8306388941,2.390689324,2.1955726051
Jalisco,Tolimán,2.5437366594,2.1465528181,3.2559571267,2.8183823238,2.5238114424
Jalisco,Tomatlán,2.3246046525,1.9409570331,2.1673056306,2.7007143988,2.2074831086
Jalisco,Tonalá,2.1271349708,1.899803598,11.6442695354,2.4955302049,2.2713886083
Jalisco,Tonaya,1.6755164708,1.4926483569,4.5959127597,2.3006396588,1.6352974828
Jalisco,Tonila,1.7096951912,1.4566324467,11.0677133106,2.3867735471,1.7052147239
Jalisco,Totatiche,1.5940354889,1.3546979457,1.91425,2.2067039106,1.490779683
Jalisco,Tototlán,1.983263874,1.790585436,4.2757336041,2.6214105578,1.9797140592
Jalisco,Tuxcacuesco,2.2471671723,1.7520009726,1.4512385628,2.6593406593,2.0524681776
Jalisco,Tuxcueca,2.0578792303,1.7479073991,3.7284122563,2.4981617647,2.0106317726
Jalisco,Tuxpan,2.1321663721,1.772762552,8.1166007982,2.645536234,2.2561125305
Jalisco,Unión de San Antonio,2.1990534295,2.0895631337,3.5178676214,2.6748099936,2.2429802411
Jalisco,Unión de Tula,2.04237047,1.7602785206,3.6259499042,2.3546253085,1.9600152018
Jalisco,Valle de Guadalupe,1.6098269669,1.4942896866,7.3824216924,2.2758340114,1.6544117647
Jalisco,Valle de Juárez,1.9450407546,1.7783858453,1.3359505513,2.3455589925,1.9109616146
Jalisco,San Gabriel,2.3293960355,2.1202204129,4.7958236616,2.9392976125,2.4143696255
Jalisco,Villa Corona,1.7730493435,1.6389795362,8.259458081,2.3628224915,1.8274464142
Jalisco,Villa Guerrero,2.0969011113,1.6407955145,1.8673715452,2.404159132,1.9334245326
Jalisco,Villa Hidalgo,2.1674355399,1.9957041616,1.0446844714,2.3790566974,2.1160971006
Jalisco,Cañadas de Obregón,1.7784151433,1.5942707203,3.4383018428,2.4333733493,1.7488372093
Jalisco,Yahualica de González Gallo,1.9311468722,1.7263958055,2.8026917268,2.3690216533,1.8663717441
Jalisco,Zacoalco de Torres,2.2269674103,1.8255198182,5.4152868318,2.638412149,2.159267925
Jalisco,Zapopan,2.081433567,1.8093558658,7.6190921002,2.3573103076,2.0787103002
Jalisco,Zapotiltic,2.1017949432,1.8948738945,7.7264561426,2.6156166162,2.2353564876
Jalisco,Zapotitlán de Vadillo,2.2215079232,1.7212840919,5.1421548546,2.7221684414,2.0998972251
Jalisco,Zapotlán del Rey,2.2874097465,2.0470426499,3.931684559,2.6001973508,2.2787927718
Jalisco,Zapotlanejo,2.2668951069,2.0647556877,2.8073490542,2.4321832819,2.2559094533
Jalisco,San Ignacio Cerro Gordo,2.1853985157,2.0453980758,2.3232563731,2.442405107,2.1806279342
México,Acambay,2.4920537059,2.1491626,1.8290030733,3.0936847731,2.4554698327
México,Acolman,2.2380573865,1.9503260391,6.1705186366,2.6974601206,2.3025717771
México,Aculco,2.0305925416,1.8118044939,2.0681869666,2.6921809368,1.9959341714
México,Almoloya de Alquisiras,2.2610889525,2.0301008179,2.1710399506,3.0363591146,2.2452450001
México,Almoloya de Juárez,2.5396963499,2.1467128854,4.0351123091,2.9204037272,2.5532657255
México,Almoloya del Río,1.9663864746,1.7014673718,4.9956955842,2.4652577842,1.9492724378
México,Amanalco,2.3450427029,2.1093691465,2.3956320133,2.9240530616,2.3380425691
México,Amatepec,2.5457115385,2.1123654805,0.7784105173,3.2132811822,2.460398605
México,Amecameca,1.9612162444,1.7240945203,8.6803003111,2.4420380877,1.9718283896
México,Apaxco,2.0189457376,1.8646342534,9.5008993403,2.415846879,2.1249942656
México,Atenco,2.200079527,1.8557016034,5.8182916976,2.8085269742,2.2239701095
México,Atizapán,2.1339388925,1.8746283985,4.210284451,2.5600637844,2.1202374804
México,Atizapán de Zaragoza,1.8926085033,1.6679707413,12.9590205217,2.3015032382,1.9622380402
México,Atlacomulco,2.150668552,1.8791550809,3.6958677904,2.7484553425,2.132679143
México,Atlautla,2.1337012218,1.9036430941,3.7495468608,2.7341560802,2.140058917
México,Axapusco,1.7916553682,1.6491415595,6.0937075664,2.504763936,1.7845762734
México,Ayapango,1.9849277775,1.7399426252,3.7629388607,2.5548268282,1.9295007604
México,Calimaya,1.9473152031,1.7719132696,11.4429030758,2.3773952584,2.0195876327
México,Capulhuac,1.8492485946,1.6979805032,5.0511202041,2.3228752895,1.8548459934
México,Coacalco de Berriozábal,1.8466957808,1.6968558728,14.089285359,2.2589433809,1.9681535169
México,Coatepec Harinas,2.1170808964,1.8796001622,0.9644022723,2.7092989328,2.0275525003
México,Cocotitlán,1.8977403475,1.7727019677,10.4497686446,2.5525705312,1.9886412357
México,Coyotepec,1.941320713,1.7504662472,14.2546225408,2.3923813284,2.0319107118
México,Cuautitlán,1.8319829795,1.6988623401,13.1262253374,2.3636038114,1.9824647432
México,Chalco,2.2873123529,1.9288966749,9.4746769976,2.6806045272,2.3516382716
México,Chapa de Mota,2.1703256579,1.8669963835,3.9694515777,2.9186885323,2.1603815336
México,Chapultepec,1.7560141787,1.6622487369,13.2094236789,2.5282127721,1.8585271847
México,Chiautla,2.0285672527,1.7103570198,5.7018184133,2.6294827236,1.9900884862
México,Chicoloapan,2.0899475613,1.8091361875,12.2545778546,2.6050517084,2.2006430993
México,Chiconcuac,1.9850187078,1.8216312768,3.7707033638,2.4511490182,1.9770869973
México,Chimalhuacán,2.0799142087,1.8247647222,7.5879090603,2.5611529198,2.1349953941
México,Donato Guerra,2.4586529468,2.0204269004,0.6203297919,3.0598180677,2.3888292163
México,Ecatepec de Morelos,1.9653189706,1.7614017225,11.9232788103,2.3893822284,2.0714730243
México,Ecatzingo,2.1744909719,1.7884946523,4.9030871384,2.8924518881,2.1337519271
México,Huehuetoca,1.9029243671,1.7055826551,15.5676128308,2.4192906985,2.0444268228
México,Hueypoxtla,1.9978260601,1.8945283049,4.8158025677,2.4821910152,2.0320412831
México,Huixquilucan,2.0104527912,1.6857104692,7.3506348686,2.4842706847,2.0259225045
México,Isidro Fabela,2.1830062401,1.9085927139,2.3401418143,2.7839498699,2.1202091019
México,Ixtapaluca,2.0284790023,1.7944618108,12.1959429654,2.5381842861,2.129227431
México,Ixtapan de la Sal,1.8527690352,1.7327525301,5.7614389269,2.4750861094,1.8816950349
México,Ixtapan del Oro,2.1635201636,1.7938006994,0.3536204744,3.0593220339,2.1143520053
México,Ixtlahuaca,2.311277355,2.0031432567,4.0752840792,2.976782441,2.4062390466
México,Xalatlaco,2.1416927627,1.9642640567,5.2978422256,2.7762029626,2.1373718636
México,Jaltenco,1.7240793104,1.6251272369,12.9508264532,2.2449282794,1.7961635301
México,Jilotepec,2.0522077154,1.8527474079,7.5148734899,2.6727801162000002,2.0854073326
México,Jilotzingo,1.7844318418,1.7080111845,6.8327631836,2.3358054637,1.815878367
México,Jiquipilco,2.483720195,2.1200114553,1.9212207053,3.0474200869,2.4603861392
México,Jocotitlán,1.956754569,1.7076548889,7.8901707591,2.5431366609,1.9823963155
México,Joquicingo,2.1374642757,1.9589450903,5.3078486252,2.868587885,2.2109417414
México,Juchitepec,1.8013428805,1.657070011,4.9322714815,2.4213064065,1.79400123
México,Lerma,1.9361329752,1.6038002435,11.0965257327,2.4340437966,1.9212307715
México,Malinalco,2.5356692129,2.2214594792,1.7627351052,2.9821126084,2.4799949188
México,Melchor Ocampo,1.8880657819,1.7033857027,12.6332161205,2.4117519162,1.9725422795
México,Metepec,1.8195206732,1.6381904206,13.2932529058,2.2264017824,1.8950431983
México,Mexicaltzingo,1.9246684664,1.8042724678,4.5344102829,2.308061472,1.9336102905
México,Morelos,2.2559335989,2.062005846,3.6519513874,2.9233477131,2.2675348947
México,Naucalpan de Juárez,1.9471085256,1.7742904791,11.886301673,2.3574237985,2.0744336473
México,Nezahualcóyotl,1.8800235919,1.6937699103,12.3691180956,2.3231004699,1.9402908918
México,Nextlalpan,1.916888468,1.7330559615,10.4109141153,2.5036775836,1.9915249829
México,Nicolás Romero,2.0442351279,1.7795923197,12.2003666343,2.5579132396,2.235558984
México,Nopaltepec,1.5463504017,1.4643440404,5.0058451359,2.2444143477,1.5381543293
México,Ocoyoacac,2.0383404073,1.8056459822,8.055615014,2.4576317232,2.0948019366
México,Ocuilan,2.2010547666,1.9315067483,2.5308465575,2.7376568053,2.1741171388
México,El Oro,2.2121135649,1.8984511784,3.4253265727,2.8099699076,2.1980030748
México,Otumba,1.9210003579,1.798184696,3.3969867185,2.5267501108,1.9155839354
México,Otzoloapan,1.8575465119,1.5793740162,1.1493040911,2.7878787879,1.7882211538
México,Otzolotepec,2.1741302842,1.8673463542,8.4308554554,2.728494696,2.2483036297
México,Ozumba,2.2394536199,2.0388484509,3.9518445955,2.5537196745,2.2473501367
México,Papalotla,1.7712234184,1.5791286767,7.4300172265,2.2700389105,1.7487669544
México,La Paz,2.2861447749,1.9065496174,8.0384881445,2.7774664273,2.3617637801
México,Polotitlán,1.8978032893,1.7729954117,5.6699288986,2.4175226978,1.9071505856
México,Rayón,1.5399454592,1.4133352109,18.0630957724,2.3706357241,1.6088955779
México,San Antonio la Isla,1.7495253932,1.6196960531,13.4938075445,2.3708407787,1.8334148271
México,San Felipe del Progreso,2.7037479535,2.2623368599,1.0590693944,3.1904571547,2.6564178729
México,San Martín de las Pirámides,1.8607788862,1.7436644577,4.1923791842,2.3922355613,1.8538248419
México,San Mateo Atenco,2.0860761687,1.7690499924,13.0704607714,2.5363644922,2.2120252334
México,San Simón de Guerrero,2.1896230389,1.6694549902,1.3553921569,2.8830548926,2.0255922532
México,Santo Tomás,1.9497546653,1.5083959603,1.4635422227,2.5686746988,1.7959056298
México,Soyaniquilpan de Juárez,1.9534186816,1.7489148134,7.0453971447,2.5918795901,1.9652679686
México,Sultepec,2.2699836677,1.9503624155,1.7107771359,3.0744096611,2.2576618513
México,Tecámac,1.9518770853,1.7793881194,12.4110142938,2.2909572181,1.9987090817
México,Tejupilco,2.3625727088,2.0364674563,2.6859248701,3.1022212962,2.3192648766
México,Temamatla,2.0252804102,1.7987488849,9.0721629939,2.6868923025,2.059396717
México,Temascalapa,2.1230982901,1.9958159304,6.2488307809,2.7865721933,2.1850320366
México,Temascalcingo,2.6390362091,2.2663407089,2.3611814109,3.165575464,2.6008091081
México,Temascaltepec,2.2956744166,1.9328327614,1.9185809189,2.8366028781,2.2463589309
México,Temoaya,2.628674237,2.408353337,5.5412939566,3.0765418026,2.6523327749
México,Tenancingo,2.2966201907,1.9745099895,4.3090596116,2.8138868063,2.2677923154
México,Tenango del Aire,1.7320136524,1.5105330855,7.7678372968,2.3454124519,1.7107850735
México,Tenango del Valle,2.2056997334,1.930119386,7.4534625951,2.7360719533,2.242186783
México,Teoloyucan,1.8530591275,1.6700066679,11.7805592743,2.4014238107,1.9036440249
México,Teotihuacán,1.9332687943,1.7776295115,8.2171138643,2.3814915967,1.9583053802
México,Tepetlaoxtoc,1.8939231359,1.7610464585,5.5489115969,2.4180961929,1.9126568244
México,Tepetlixpa,2.1844961897,2.0138211128,4.4427762321,2.723715693,2.1957254349
México,Tepotzotlán,2.0457228864,1.8710827868,12.2709101753,2.4973886606,2.1599851483
México,Tequixquiac,1.8964644643,1.7503458206,6.1506453736,2.3841673986,1.8967738694
México,Texcaltitlán,2.1362354997,1.8092166965,4.2611220495,2.789262876,2.0871853802
México,Texcalyacac,1.4939418678,1.3844677078,13.2411245269,2.3688969259,1.4832932371
México,Texcoco,2.1980096965,1.8672526004,6.9777675478,2.6505438417,2.2161821552
México,Tezoyuca,2.1057229204,1.822384079,7.0180100153,2.5309816121,2.1878385451
México,Tianguistenco,2.2587452582,1.9602398369,5.0355101982,2.7598475158,2.2938566738
México,Timilpan,1.9170771778,1.6997825847,1.2670333065,2.4560346977,1.8398760391
México,Tlalmanalco,1.908118134,1.6587615647,12.1323419394,2.4645653334,1.9754887678
México,Tlalnepantla de Baz,1.8691681391,1.6828483322,13.5989900366,2.3168153422,1.9707784141
México,Tlatlaya,2.6184497726,2.3011800736,0.4433306284,3.1388704207,2.5536296465
México,Toluca,2.2157732406,1.8652870087,10.7346677716,2.7486266032,2.3338356835
México,Tonatico,1.7985557261,1.6724287352,3.1683401317,2.4192265764,1.782963337
México,Tultepec,1.9540149625,1.733156586,11.9293321337,2.4016316447,2.0286061243
México,Tultitlán,1.9369191906,1.7362381461,16.0758242466,2.3548309873,2.0605116642
México,Valle de Bravo,2.1575362269,1.9000253126,4.1809108159,2.4451730913,2.130752568
México,Villa de Allende,2.3888380135,2.078649374,1.051178456,3.0868702668,2.354144772
México,Villa del Carbón,2.324029265,2.0869445159,2.7191657397,3.0407407161,2.2950837013
México,Villa Guerrero,2.5330777869,2.2993485011,0.8976057678,3.086266557,2.4814351509
México,Villa Victoria,2.8340859361,2.4610091036,1.1071137882,3.2627761868,2.7910252601
México,Xonacatlán,2.141624346,1.9057050035,6.3943258198,2.5605552491,2.1831816992
México,Zacazonapan,1.8027450566,1.5205255562,3.9689378758,2.7368421053,1.7311297484
México,Zacualpan,2.3573536791,2.1608425649,2.5327116021,3.3119260466,2.3572137724
México,Zinacantepec,2.0871436642,1.7777946332,11.1462591389,2.5653078957,2.1749704434
México,Zumpahuacán,2.5693941839,2.3810007573,0.8143333116,3.2021678998,2.5542533191
México,Zumpango,1.9870131991,1.7901742454,10.4259721526,2.4877484416,2.1002291478
México,Cuautitlán Izcalli,1.9383710392,1.7209686274,12.6182514914,2.322408256,2.0475327797
México,Valle de Chalco Solidaridad,2.1769231937,1.8720039651,8.9076347045,2.6021358203,2.2635186077
México,Luvianos,2.4756477218,2.0693807765,1.3004975651,3.1998564256,2.4318319257
México,San José del Rincón,2.5578748436,2.2399899136,1.0663909512,3.1609374126,2.5608620397
México,Tonanitla,2.193468116,1.9440366207,6.615925759,2.5610245036,2.2214364814
Michoacán de Ocampo,Acuitzio,2.5466837923,2.2438826177,2.6756338422,2.9421774628,2.4956340146
Michoacán de Ocampo,Aguililla,2.6889780937,2.3626868918,2.6513761702,3.0336368714,2.6697866359
Michoacán de Ocampo,Álvaro Obregón,2.3556071315,2.1590508927,3.3262240299,2.8205764731,2.3611466404
Michoacán de Ocampo,Angamacutiro,2.2377743329,1.9921440035,1.5501595377,2.6435241734,2.1910844856
Michoacán de Ocampo,Angangueo,2.3824639749,1.906449763,3.0024319586,2.8215240147,2.3604544117
Michoacán de Ocampo,Apatzingán,2.6697465045,2.188702952,3.7937764868,2.9041833309,2.5930558841
Michoacán de Ocampo,Aporo,2.3471801278,1.8134654498,1.7695614789,2.7934883721,2.1769151494
Michoacán de Ocampo,Aquila,3.3981421169,2.4412467561,0.5683633917,3.9058634443,3.0858462815
Michoacán de Ocampo,Ario,2.4432701716,2.1036724071,6.2806010263,2.6453130632,2.42497047
Michoacán de Ocampo,Arteaga,2.6703819776,2.3698785919,2.5474246188,3.2239729707,2.6418228174
Michoacán de Ocampo,Briseñas,2.0893016841,1.7701763697,5.9583706563,2.5605182294,2.0704721294
Michoacán de Ocampo,Buenavista,2.3508610206,2.2529957013,1.4612255761,2.7667935883,2.3941500857
Michoacán de Ocampo,Carácuaro,2.2935832307,1.8896447176,1.3417707151,2.9902040816,2.2389233954
Michoacán de Ocampo,Coahuayana,2.4553997928,1.9842137176,1.4237599792,2.9080732327,2.2994637434
Michoacán de Ocampo,Coalcomán de Vázquez Pallares,2.379062352,2.1882157221,5.9329859185,2.8973745666,2.4298865753
Michoacán de Ocampo,Coeneo,2.7135094899,2.1579638638,1.0023225312,2.7583200036,2.5404764118
Michoacán de Ocampo,Contepec,2.3356731429,2.152430558,1.9340990064,2.7672402184,2.3295068145
Michoacán de Ocampo,Copándaro,2.0757100697,1.8515224437,1.984988205,2.6003278689,2.0673819181
Michoacán de Ocampo,Cotija,2.1758871389,1.9370873559,2.1859098428,2.5834734714,2.152011694
Michoacán de Ocampo,Cuitzeo,2.3088629975,1.9161075113,3.026945419,2.6402151905,2.2688126939
Michoacán de Ocampo,Charapan,3.1601354172,2.6422624874,1.0967741312,4.0478092212,3.1691285669
Michoacán de Ocampo,Charo,2.3294852033,1.9559136035,4.2498462037,2.6571063197,2.2907860782
Michoacán de Ocampo,Chavinda,2.4856852371,2.012903493,3.0141908866,2.6466219927,2.4055763848
Michoacán de Ocampo,Cherán,2.7553458713,1.9917985514,1.3740492772,3.2342269507,2.6860235292
Michoacán de Ocampo,Chilchota,3.069647211,2.3902050189,2.0243539256,3.4697480232,2.9774304091
Michoacán de Ocampo,Chinicuila,2.0310209939,1.7810994267,5.5143979058,2.8319783198,2.0570682581
Michoacán de Ocampo,Chucándiro,2.0421826169,1.8203370467,0.6195941791,2.56201822,2.0051679587
Michoacán de Ocampo,Churintzio,1.8361038802,1.6153147697,2.9376607956,2.3758389262,1.7747772829
Michoacán de Ocampo,Churumuco,2.6642456093,2.3219978577,1.3161063852,3.1438189622,2.6281653835
Michoacán de Ocampo,Ecuandureo,2.3015896358,1.945927144,2.3952866542,2.592474692,2.256669065
Michoacán de Ocampo,Epitacio Huerta,2.4086806361,2.1352364291,0.6579630741,2.8702458019,2.3296409474
Michoacán de Ocampo,Erongarícuaro,2.5474474075,1.9935101482,4.0430515104,2.8802359971,2.491096625
Michoacán de Ocampo,Gabriel Zamora,2.1969219836,1.8859774984,4.4714063009,2.7052879361,2.1648545976
Michoacán de Ocampo,Hidalgo,2.5843776743,2.1404346925,2.7505922035,2.9106241174,2.5329187268
Michoacán de Ocampo,La Huacana,2.5081284355,2.0860408067,2.0553682225,3.0893271861,2.4338963441
Michoacán de Ocampo,Huandacareo,2.2908505905,1.9298918224,3.3511082635,2.6110526714,2.2194696297
Michoacán de Ocampo,Huaniqueo,2.2297965937,1.8662354352,2.5744570165,2.5200607903,2.1512830333
Michoacán de Ocampo,Huetamo,2.5002953195,1.9606475573,5.0078741345,2.8181877946,2.5096751164
Michoacán de Ocampo,Huiramba,1.9495960454,1.7630818525,3.480248307,2.5089869281,1.9322894012
Michoacán de Ocampo,Indaparapeo,2.6876423892,2.2005016581,2.5122505815,3.1220523245,2.6342944639
Michoacán de Ocampo,Irimbo,2.3652963014,2.0408537953,2.4931332568,2.7603321721,2.3121556645
Michoacán de Ocampo,Ixtlán,2.2613902626,2.065056649,3.0649270183,2.6182970001,2.276740559
Michoacán de Ocampo,Jacona,2.5628002859,2.0505331666,5.5904138154,2.7958912555,2.5980572234
Michoacán de Ocampo,Jiménez,2.2820066927,2.0147208945,3.80135305,2.6662332238,2.3054898043
Michoacán de Ocampo,Jiquilpan,2.2038350352,1.9076927168,5.078406865,2.4530437607,2.1714703084
Michoacán de Ocampo,Juárez,2.401317398,2.0190909924,1.8971578591,2.7829690786,2.3321084144
Michoacán de Ocampo,Jungapeo,2.5866073996,2.4096856917,1.7681838835,2.8568556696,2.5976458397
Michoacán de Ocampo,Lagunillas,1.9869847287,1.7770755405,5.2642413487,2.3915567282,2.0252141983
Michoacán de Ocampo,Madero,2.4935590215,2.0100485797,1.8538686272,2.858772174,2.4115685865
Michoacán de Ocampo,Maravatío,2.3103179634,2.0123568174,2.6979798976,2.6950993121,2.2640268357
Michoacán de Ocampo,Marcos Castellanos,2.2028925698,2.0062304273,1.8356332411,2.3999581576,2.1563661161
Michoacán de Ocampo,Lázaro Cárdenas,2.3980539741,1.8252270774,7.2370775345,2.7834050047,2.453358924
Michoacán de Ocampo,Morelia,2.1901914491,1.7813927331,7.4486901804,2.413678557,2.1660016226
Michoacán de Ocampo,Morelos,1.9606226012,1.7039576178,0.8153687468,2.4969179706,1.8737536185
Michoacán de Ocampo,Múgica,2.6867235682,2.2052168817,1.7648299498,2.9303644682,2.6220948683
Michoacán de Ocampo,Nahuatzen,3.0866551971,2.489125706,0.7437356256,3.7235454953,3.0491889686
Michoacán de Ocampo,Nocupétaro,2.3271401283,2.0101616894,2.5384615385,2.8490870032,2.2759095078
Michoacán de Ocampo,Nuevo Parangaricutiro,2.4097902718,2.2334154394,5.9966188393,2.6666191981,2.4763986221
Michoacán de Ocampo,Nuevo Urecho,2.2904106444,2.0575572318,2.3063165044,2.8866535819,2.2908861955
Michoacán de Ocampo,Numarán,1.7822653722,1.6385701283,4.9827416712,2.350884583,1.7963154016
Michoacán de Ocampo,Ocampo,2.8035555638,2.3293255276,1.5162273268,3.2303501618,2.7608454864
Michoacán de Ocampo,Pajacuarán,2.5016548679,2.1268690455,1.3931906952,2.7858484021,2.4595746943
Michoacán de Ocampo,Panindícuaro,2.4467544547,2.0995997771,2.1761271396,2.7483105262,2.3876189048
Michoacán de Ocampo,Parácuaro,2.6909003576,2.3408872808,1.4954092913,3.1273356883,2.6318114201
Michoacán de Ocampo,Paracho,2.8667000678,2.1825481759,3.3298108458,3.0732998803,2.8236572318
Michoacán de Ocampo,Pátzcuaro,2.6032274733,2.0297547994,5.6402722425,2.8765913809,2.5354058978
Michoacán de Ocampo,Penjamillo,2.262951859,1.9079770873,1.1875600503,2.9405446798,2.1752046337
Michoacán de Ocampo,Peribán,2.2965532895,1.9083016833,2.5521830426,2.5625116865,2.1662863194
Michoacán de Ocampo,La Piedad,2.0701388586,1.7584520902,6.4430204041,2.4766828147,2.0950531416
Michoacán de Ocampo,Purépero,1.984640487,1.8080453537,6.5887229905,2.3957732331,2.019773851
Michoacán de Ocampo,Puruándiro,2.0732766506,1.948562586,4.8307917385,2.5217417923,2.1142977286
Michoacán de Ocampo,Queréndaro,2.1696786702,1.7904862717,3.8265225395,2.6628288885,2.131108158
Michoacán de Ocampo,Quiroga,2.4696955219,1.9720741877,2.9530101769,2.8179826478,2.3786855705
Michoacán de Ocampo,Cojumatlán de Régules,2.2091106242,2.1445655122,2.9823630353,2.6759889106,2.252993727
Michoacán de Ocampo,Los Reyes,2.5803885376,2.0522696353,4.3043997456,2.9343698836,2.5379392499
Michoacán de Ocampo,Sahuayo,2.3946764686,2.0256636403,2.5893896678,2.5724671627,2.3153130241
Michoacán de Ocampo,San Lucas,2.8318107033,2.3447325827,1.5219809141,3.2592968823,2.7605888594
