NOM_ENT,NOM_MUN,NOM_LOC,POBTOT,P18A24A
Oaxaca,San Sebastián Tecomaxtlahuaca,Total del Municipio,8192.0,148
Oaxaca,San Sebastián Teitipac,Total del Municipio,2189.0,46
Oaxaca,San Sebastián Tutla,Total del Municipio,16878.0,1142
Oaxaca,San Simón Almolongas,Total del Municipio,2802.0,29
Oaxaca,San Simón Zahuatlán,Total del Municipio,4940.0,27
Oaxaca,Santa Ana,Total del Municipio,2406.0,13
Oaxaca,Santa Ana Ateixtlahuaca,Total del Municipio,477.0,6
Oaxaca,Santa Ana Cuauhtémoc,Total del Municipio,681.0,5
Oaxaca,Santa Ana del Valle,Total del Municipio,2179.0,26
Oaxaca,Santa Ana Tavela,Total del Municipio,848.0,15
Oaxaca,Santa Ana Tlapacoyan,Total del Municipio,1958.0,31
Oaxaca,Santa Ana Yareni,Total del Municipio,637.0,8
Oaxaca,Santa Ana Zegache,Total del Municipio,3981.0,58
Oaxaca,Santa Catalina Quierí,Total del Municipio,825.0,7
Oaxaca,Santa Catarina Cuixtla,Total del Municipio,1495.0,25
Oaxaca,Santa Catarina Ixtepeji,Total del Municipio,2675.0,68
Oaxaca,Santa Catarina Juquila,Total del Municipio,18654.0,307
Oaxaca,Santa Catarina Lachatao,Total del Municipio,1059.0,10
Oaxaca,Santa Catarina Loxicha,Total del Municipio,3676.0,34
Oaxaca,Santa Catarina Mechoacán,Total del Municipio,4582.0,54
Oaxaca,Santa Catarina Minas,Total del Municipio,2067.0,45
Oaxaca,Santa Catarina Quiané,Total del Municipio,2193.0,64
Oaxaca,Santa Catarina Tayata,Total del Municipio,662.0,17
Oaxaca,Santa Catarina Ticuá,Total del Municipio,986.0,13
Oaxaca,Santa Catarina Yosonotú,Total del Municipio,1316.0,31
Oaxaca,Santa Catarina Zapoquila,Total del Municipio,403.0,1
Oaxaca,Santa Cruz Acatepec,Total del Municipio,1645.0,16
Oaxaca,Santa Cruz Amilpas,Total del Municipio,13200.0,716
Oaxaca,Santa Cruz de Bravo,Total del Municipio,365.0,6
Oaxaca,Santa Cruz Itundujia,Total del Municipio,10860.0,239
Oaxaca,Santa Cruz Mixtepec,Total del Municipio,3720.0,79
Oaxaca,Santa Cruz Nundaco,Total del Municipio,2951.0,70
Oaxaca,Santa Cruz Papalutla,Total del Municipio,2242.0,63
Oaxaca,Santa Cruz Tacache de Mina,Total del Municipio,2940.0,36
Oaxaca,Santa Cruz Tacahua,Total del Municipio,1182.0,11
Oaxaca,Santa Cruz Tayata,Total del Municipio,595.0,7
Oaxaca,Santa Cruz Xitla,Total del Municipio,4794.0,39
Oaxaca,Santa Cruz Xoxocotlán,Total del Municipio,100402.0,5718
Oaxaca,Santa Cruz Zenzontepec,Total del Municipio,19079.0,246
Oaxaca,Santa Gertrudis,Total del Municipio,2891.0,78
Oaxaca,Santa Inés del Monte,Total del Municipio,2809.0,30
Oaxaca,Santa Inés Yatzeche,Total del Municipio,908.0,7
Oaxaca,Santa Lucía del Camino,Total del Municipio,50362.0,2810
Oaxaca,Santa Lucía Miahuatlán,Total del Municipio,3375.0,23
Oaxaca,Santa Lucía Monteverde,Total del Municipio,6726.0,194
Oaxaca,Santa Lucía Ocotlán,Total del Municipio,4173.0,49
Oaxaca,Santa María Alotepec,Total del Municipio,2796.0,80
Oaxaca,Santa María Apazco,Total del Municipio,1629.0,36
Oaxaca,Santa María la Asunción,Total del Municipio,3259.0,38
Oaxaca,Heroica Ciudad de Tlaxiaco,Total del Municipio,40123.0,1546
Oaxaca,Ayoquezco de Aldama,Total del Municipio,4874.0,80
Oaxaca,Santa María Atzompa,Total del Municipio,41921.0,2050
Oaxaca,Santa María Camotlán,Total del Municipio,1713.0,36
Oaxaca,Santa María Colotepec,Total del Municipio,27046.0,487
Oaxaca,Santa María Cortijo,Total del Municipio,1067.0,12
Oaxaca,Santa María Coyotepec,Total del Municipio,3751.0,155
Oaxaca,Santa María Chachoápam,Total del Municipio,761.0,23
Oaxaca,Villa de Chilapa de Díaz,Total del Municipio,1815.0,38
Oaxaca,Santa María Chilchotla,Total del Municipio,21469.0,216
Oaxaca,Santa María Chimalapa,Total del Municipio,9578.0,72
Oaxaca,Santa María del Rosario,Total del Municipio,499.0,14
Oaxaca,Santa María del Tule,Total del Municipio,8939.0,402
Oaxaca,Santa María Ecatepec,Total del Municipio,3418.0,38
Oaxaca,Santa María Guelacé,Total del Municipio,908.0,32
Oaxaca,Santa María Guienagati,Total del Municipio,3178.0,43
Oaxaca,Santa María Huatulco,Total del Municipio,50862.0,1586
Oaxaca,Santa María Huazolotitlán,Total del Municipio,11995.0,127
Oaxaca,Santa María Ipalapa,Total del Municipio,4878.0,46
Oaxaca,Santa María Ixcatlán,Total del Municipio,461.0,2
Oaxaca,Santa María Jacatepec,Total del Municipio,9682.0,203
Oaxaca,Santa María Jalapa del Marqués,Total del Municipio,11735.0,443
Oaxaca,Santa María Jaltianguis,Total del Municipio,592.0,19
Oaxaca,Santa María Lachixío,Total del Municipio,1679.0,34
Oaxaca,Santa María Mixtequilla,Total del Municipio,4690.0,171
Oaxaca,Santa María Nativitas,Total del Municipio,603.0,19
Oaxaca,Santa María Nduayaco,Total del Municipio,453.0,9
Oaxaca,Santa María Ozolotepec,Total del Municipio,3793.0,30
Oaxaca,Santa María Pápalo,Total del Municipio,2058.0,18
Oaxaca,Santa María Peñoles,Total del Municipio,8967.0,115
Oaxaca,Santa María Petapa,Total del Municipio,16706.0,377
Oaxaca,Santa María Quiegolani,Total del Municipio,2224.0,58
Oaxaca,Santa María Sola,Total del Municipio,1516.0,18
Oaxaca,Santa María Tataltepec,Total del Municipio,317.0,12
Oaxaca,Santa María Tecomavaca,Total del Municipio,1830.0,50
Oaxaca,Santa María Temaxcalapa,Total del Municipio,903.0,17
Oaxaca,Santa María Temaxcaltepec,Total del Municipio,2694.0,6
Oaxaca,Santa María Teopoxco,Total del Municipio,3985.0,29
Oaxaca,Santa María Tepantlali,Total del Municipio,3576.0,52
Oaxaca,Santa María Texcatitlán,Total del Municipio,896.0,8
Oaxaca,Santa María Tlahuitoltepec,Total del Municipio,9653.0,316
Oaxaca,Santa María Tlalixtac,Total del Municipio,1839.0,15
Oaxaca,Santa María Tonameca,Total del Municipio,25347.0,397
Oaxaca,Santa María Totolapilla,Total del Municipio,812.0,16
Oaxaca,Santa María Xadani,Total del Municipio,9234.0,154
Oaxaca,Santa María Yalina,Total del Municipio,250.0,5
Oaxaca,Santa María Yavesía,Total del Municipio,434.0,9
Oaxaca,Santa María Yolotepec,Total del Municipio,481.0,4
Oaxaca,Santa María Yosoyúa,Total del Municipio,1699.0,69
Oaxaca,Santa María Yucuhiti,Total del Municipio,6008.0,132
Oaxaca,Santa María Zacatepec,Total del Municipio,17100.0,254
Oaxaca,Santa María Zaniza,Total del Municipio,2469.0,20
Oaxaca,Santa María Zoquitlán,Total del Municipio,3294.0,30
Oaxaca,Santiago Amoltepec,Total del Municipio,13855.0,157
Oaxaca,Santiago Apoala,Total del Municipio,1019.0,8
Oaxaca,Santiago Apóstol,Total del Municipio,4421.0,74
Oaxaca,Santiago Astata,Total del Municipio,3918.0,49
Oaxaca,Santiago Atitlán,Total del Municipio,3556.0,69
Oaxaca,Santiago Ayuquililla,Total del Municipio,2904.0,26
Oaxaca,Santiago Cacaloxtepec,Total del Municipio,1667.0,28
Oaxaca,Santiago Camotlán,Total del Municipio,3346.0,104
Oaxaca,Santiago Comaltepec,Total del Municipio,1157.0,15
Oaxaca,Villa de Santiago Chazumba,Total del Municipio,4877.0,183
Oaxaca,Santiago Choápam,Total del Municipio,5242.0,62
Oaxaca,Santiago del Río,Total del Municipio,527.0,1
Oaxaca,Santiago Huajolotitlán,Total del Municipio,4600.0,120
Oaxaca,Santiago Huauclilla,Total del Municipio,525.0,7
Oaxaca,Santiago Ihuitlán Plumas,Total del Municipio,341.0,4
Oaxaca,Santiago Ixcuintepec,Total del Municipio,1636.0,17
Oaxaca,Santiago Ixtayutla,Total del Municipio,13880.0,94
Oaxaca,Santiago Jamiltepec,Total del Municipio,19112.0,330
Oaxaca,Santiago Jocotepec,Total del Municipio,14198.0,119
Oaxaca,Santiago Juxtlahuaca,Total del Municipio,34735.0,738
Oaxaca,Santiago Lachiguiri,Total del Municipio,4394.0,55
Oaxaca,Santiago Lalopa,Total del Municipio,431.0,22
Oaxaca,Santiago Laollaga,Total del Municipio,3361.0,88
Oaxaca,Santiago Laxopa,Total del Municipio,1291.0,5
Oaxaca,Santiago Llano Grande,Total del Municipio,3440.0,52
Oaxaca,Santiago Matatlán,Total del Municipio,10175.0,198
Oaxaca,Santiago Miltepec,Total del Municipio,421.0,6
Oaxaca,Santiago Minas,Total del Municipio,1327.0,7
Oaxaca,Santiago Nacaltepec,Total del Municipio,1599.0,19
Oaxaca,Santiago Nejapilla,Total del Municipio,174.0,1
Oaxaca,Santiago Nundiche,Total del Municipio,1351.0,34
Oaxaca,Santiago Nuyoó,Total del Municipio,1898.0,30
Oaxaca,Santiago Pinotepa Nacional,Total del Municipio,55840.0,1679
Oaxaca,Santiago Suchilquitongo,Total del Municipio,10886.0,322
Oaxaca,Santiago Tamazola,Total del Municipio,4458.0,57
Oaxaca,Santiago Tapextla,Total del Municipio,3134.0,30
Oaxaca,Villa Tejúpam de la Unión,Total del Municipio,2419.0,67
Oaxaca,Santiago Tenango,Total del Municipio,1966.0,34
Oaxaca,Santiago Tepetlapa,Total del Municipio,130.0,3
Oaxaca,Santiago Tetepec,Total del Municipio,4909.0,40
Oaxaca,Santiago Texcalcingo,Total del Municipio,2974.0,21
Oaxaca,Santiago Textitlán,Total del Municipio,4930.0,122
Oaxaca,Santiago Tilantongo,Total del Municipio,2764.0,19
Oaxaca,Santiago Tillo,Total del Municipio,545.0,11
Oaxaca,Santiago Tlazoyaltepec,Total del Municipio,6300.0,101
Oaxaca,Santiago Xanica,Total del Municipio,3029.0,21
Oaxaca,Santiago Xiacuí,Total del Municipio,1893.0,40
Oaxaca,Santiago Yaitepec,Total del Municipio,4233.0,15
Oaxaca,Santiago Yaveo,Total del Municipio,7593.0,93
Oaxaca,Santiago Yolomécatl,Total del Municipio,1922.0,77
Oaxaca,Santiago Yosondúa,Total del Municipio,7991.0,84
Oaxaca,Santiago Yucuyachi,Total del Municipio,998.0,9
Oaxaca,Santiago Zacatepec,Total del Municipio,5089.0,39
Oaxaca,Santiago Zoochila,Total del Municipio,425.0,6
Oaxaca,Nuevo Zoquiápam,Total del Municipio,1590.0,32
Oaxaca,Santo Domingo Ingenio,Total del Municipio,7681.0,270
Oaxaca,Santo Domingo Albarradas,Total del Municipio,798.0,11
Oaxaca,Santo Domingo Armenta,Total del Municipio,3155.0,35
Oaxaca,Santo Domingo Chihuitán,Total del Municipio,1618.0,40
Oaxaca,Santo Domingo de Morelos,Total del Municipio,11384.0,87
Oaxaca,Santo Domingo Ixcatlán,Total del Municipio,760.0,15
Oaxaca,Santo Domingo Nuxaá,Total del Municipio,3335.0,22
Oaxaca,Santo Domingo Ozolotepec,Total del Municipio,1101.0,24
Oaxaca,Santo Domingo Petapa,Total del Municipio,9027.0,194
Oaxaca,Santo Domingo Roayaga,Total del Municipio,941.0,8
Oaxaca,Santo Domingo Tehuantepec,Total del Municipio,67739.0,2370
Oaxaca,Santo Domingo Teojomulco,Total del Municipio,5260.0,89
Oaxaca,Santo Domingo Tepuxtepec,Total del Municipio,6029.0,69
Oaxaca,Santo Domingo Tlatayápam,Total del Municipio,113.0,1
Oaxaca,Santo Domingo Tomaltepec,Total del Municipio,3386.0,113
Oaxaca,Santo Domingo Tonalá,Total del Municipio,7393.0,146
Oaxaca,Santo Domingo Tonaltepec,Total del Municipio,250.0,9
Oaxaca,Santo Domingo Xagacía,Total del Municipio,1205.0,9
Oaxaca,Santo Domingo Yanhuitlán,Total del Municipio,1633.0,32
Oaxaca,Santo Domingo Yodohino,Total del Municipio,327.0,3
Oaxaca,Santo Domingo Zanatepec,Total del Municipio,12483.0,254
Oaxaca,Santos Reyes Nopala,Total del Municipio,16688.0,265
Oaxaca,Santos Reyes Pápalo,Total del Municipio,2490.0,13
Oaxaca,Santos Reyes Tepejillo,Total del Municipio,904.0,9
Oaxaca,Santos Reyes Yucuná,Total del Municipio,1474.0,9
Oaxaca,Santo Tomás Jalieza,Total del Municipio,3923.0,86
Oaxaca,Santo Tomás Mazaltepec,Total del Municipio,2612.0,60
Oaxaca,Santo Tomás Ocotepec,Total del Municipio,4066.0,54
Oaxaca,Santo Tomás Tamazulapan,Total del Municipio,2726.0,69
Oaxaca,San Vicente Coatlán,Total del Municipio,3512.0,22
Oaxaca,San Vicente Lachixío,Total del Municipio,3227.0,35
Oaxaca,San Vicente Nuñú,Total del Municipio,449.0,8
Oaxaca,Silacayoápam,Total del Municipio,6710.0,98
Oaxaca,Sitio de Xitlapehua,Total del Municipio,713.0,17
Oaxaca,Soledad Etla,Total del Municipio,6348.0,248
Oaxaca,Villa de Tamazulápam del Progreso,Total del Municipio,8326.0,601
Oaxaca,Tanetze de Zaragoza,Total del Municipio,1558.0,61
Oaxaca,Taniche,Total del Municipio,887.0,13
Oaxaca,Tataltepec de Valdés,Total del Municipio,6386.0,116
Oaxaca,Teococuilco de Marcos Pérez,Total del Municipio,1032.0,17
Oaxaca,Teotitlán de Flores Magón,Total del Municipio,10099.0,363
Oaxaca,Teotitlán del Valle,Total del Municipio,6392.0,196
Oaxaca,Teotongo,Total del Municipio,1005.0,28
Oaxaca,Tepelmeme Villa de Morelos,Total del Municipio,1960.0,27
Oaxaca,Heroica Villa Tezoatlán de Segura y Luna; Cuna de la Independencia de Oaxaca,Total del Municipio,11465.0,224
Oaxaca,San Jerónimo Tlacochahuaya,Total del Municipio,5764.0,215
Oaxaca,Tlacolula de Matamoros,Total del Municipio,30254.0,933
Oaxaca,Tlacotepec Plumas,Total del Municipio,410.0,14
Oaxaca,Tlalixtac de Cabrera,Total del Municipio,12067.0,441
Oaxaca,Totontepec Villa de Morelos,Total del Municipio,5904.0,77
Oaxaca,Trinidad Zaachila,Total del Municipio,3419.0,114
Oaxaca,La Trinidad Vista Hermosa,Total del Municipio,306.0,5
Oaxaca,Unión Hidalgo,Total del Municipio,14542.0,649
Oaxaca,Valerio Trujano,Total del Municipio,1376.0,28
Oaxaca,San Juan Bautista Valle Nacional,Total del Municipio,23067.0,523
Oaxaca,Villa Díaz Ordaz,Total del Municipio,6467.0,90
Oaxaca,Yaxe,Total del Municipio,2954.0,65
Oaxaca,Magdalena Yodocono de Porfirio Díaz,Total del Municipio,1682.0,29
Oaxaca,Yogana,Total del Municipio,1245.0,14
Oaxaca,Yutanduchi de Guerrero,Total del Municipio,1195.0,15
Oaxaca,Villa de Zaachila,Total del Municipio,46464.0,1792
Oaxaca,San Mateo Yucutindoo,Total del Municipio,3144.0,51
Oaxaca,Zapotitlán Lagunas,Total del Municipio,3382.0,39
Oaxaca,Zapotitlán Palmas,Total del Municipio,1695.0,22
Oaxaca,Santa Inés de Zaragoza,Total del Municipio,1454.0,6
Oaxaca,Zimatlán de Álvarez,Total del Municipio,22093.0,692
Puebla,Acajete,Total del Municipio,72894.0,2008
Puebla,Acateno,Total del Municipio,9170.0,149
Puebla,Acatlán,Total del Municipio,37955.0,1392
Puebla,Acatzingo,Total del Municipio,63743.0,1484
Puebla,Acteopan,Total del Municipio,3070.0,35
Puebla,Ahuacatlán,Total del Municipio,14542.0,401
Puebla,Ahuatlán,Total del Municipio,3162.0,43
Puebla,Ahuazotepec,Total del Municipio,11439.0,364
Puebla,Ahuehuetitla,Total del Municipio,2207.0,40
Puebla,Ajalpan,Total del Municipio,74768.0,1666
Puebla,Albino Zertuche,Total del Municipio,1885.0,24
Puebla,Aljojuca,Total del Municipio,6591.0,196
Puebla,Altepexi,Total del Municipio,22629.0,547
Puebla,Amixtlán,Total del Municipio,4812.0,159
Puebla,Amozoc,Total del Municipio,125876.0,4931
Puebla,Aquixtla,Total del Municipio,9021.0,166
Puebla,Atempan,Total del Municipio,29742.0,931
Puebla,Atexcal,Total del Municipio,3859.0,88
Puebla,Atlixco,Total del Municipio,141793.0,5655
Puebla,Atoyatempan,Total del Municipio,7704.0,259
Puebla,Atzala,Total del Municipio,1512.0,58
Puebla,Atzitzihuacán,Total del Municipio,12857.0,227
Puebla,Atzitzintla,Total del Municipio,9051.0,157
Puebla,Axutla,Total del Municipio,976.0,18
Puebla,Ayotoxco de Guerrero,Total del Municipio,8208.0,198
Puebla,Calpan,Total del Municipio,15271.0,450
Puebla,Caltepec,Total del Municipio,4128.0,71
Puebla,Camocuautla,Total del Municipio,2758.0,52
Puebla,Caxhuacan,Total del Municipio,3811.0,150
Puebla,Coatepec,Total del Municipio,772.0,19
Puebla,Coatzingo,Total del Municipio,2820.0,47
Puebla,Cohetzala,Total del Municipio,1382.0,17
Puebla,Cohuecan,Total del Municipio,5403.0,89
Puebla,Coronango,Total del Municipio,46836.0,1813
Puebla,Coxcatlán,Total del Municipio,20653.0,702
Puebla,Coyomeapan,Total del Municipio,14806.0,162
Puebla,Coyotepec,Total del Municipio,2334.0,82
Puebla,Cuapiaxtla de Madero,Total del Municipio,10542.0,233
Puebla,Cuautempan,Total del Municipio,9837.0,206
Puebla,Cuautinchán,Total del Municipio,12340.0,331
Puebla,Cuautlancingo,Total del Municipio,137435.0,6325
Puebla,Cuayuca de Andrade,Total del Municipio,3315.0,38
Puebla,Cuetzalan del Progreso,Total del Municipio,49864.0,1514
Puebla,Cuyoaco,Total del Municipio,17139.0,497
Puebla,Chalchicomula de Sesma,Total del Municipio,47410.0,1531
Puebla,Chapulco,Total del Municipio,8193.0,271
Puebla,Chiautla,Total del Municipio,21699.0,656
Puebla,Chiautzingo,Total del Municipio,22039.0,711
Puebla,Chiconcuautla,Total del Municipio,17382.0,269
Puebla,Chichiquila,Total del Municipio,26928.0,291
Puebla,Chietla,Total del Municipio,37030.0,922
Puebla,Chigmecatitlán,Total del Municipio,1215.0,23
Puebla,Chignahuapan,Total del Municipio,66464.0,1785
Puebla,Chignautla,Total del Municipio,35223.0,1076
Puebla,Chila,Total del Municipio,5082.0,104
Puebla,Chila de la Sal,Total del Municipio,1317.0,16
Puebla,Honey,Total del Municipio,6687.0,138
Puebla,Chilchotla,Total del Municipio,21002.0,325
Puebla,Chinantla,Total del Municipio,2846.0,66
Puebla,Domingo Arenas,Total del Municipio,7982.0,248
Puebla,Eloxochitlán,Total del Municipio,14461.0,146
Puebla,Epatlán,Total del Municipio,4943.0,120
Puebla,Esperanza,Total del Municipio,14766.0,452
Puebla,Francisco Z. Mena,Total del Municipio,17824.0,229
Puebla,General Felipe Ángeles,Total del Municipio,22694.0,487
Puebla,Guadalupe,Total del Municipio,6451.0,106
Puebla,Guadalupe Victoria,Total del Municipio,18784.0,500
Puebla,Hermenegildo Galeana,Total del Municipio,7011.0,99
Puebla,Huaquechula,Total del Municipio,29233.0,537
Puebla,Huatlatlauca,Total del Municipio,6111.0,180
Puebla,Huauchinango,Total del Municipio,103946.0,4484
Puebla,Huehuetla,Total del Municipio,17082.0,421
Puebla,Huehuetlán el Chico,Total del Municipio,9760.0,169
Puebla,Huejotzingo,Total del Municipio,90794.0,3617
Puebla,Hueyapan,Total del Municipio,13080.0,468
Puebla,Hueytamalco,Total del Municipio,27600.0,638
Puebla,Hueytlalpan,Total del Municipio,5951.0,105
Puebla,Huitzilan de Serdán,Total del Municipio,15928.0,218
Puebla,Huitziltepec,Total del Municipio,5782.0,179
Puebla,Atlequizayan,Total del Municipio,2633.0,53
Puebla,Ixcamilpa de Guerrero,Total del Municipio,4065.0,48
Puebla,Ixcaquixtla,Total del Municipio,8804.0,362
Puebla,Ixtacamaxtitlán,Total del Municipio,25319.0,547
Puebla,Ixtepec,Total del Municipio,6950.0,114
Puebla,Izúcar de Matamoros,Total del Municipio,82809.0,2923
Puebla,Jalpan,Total del Municipio,12050.0,251
Puebla,Jolalpan,Total del Municipio,13308.0,180
Puebla,Jonotla,Total del Municipio,4457.0,106
Puebla,Jopala,Total del Municipio,12131.0,234
Puebla,Juan C. Bonilla,Total del Municipio,23783.0,928
Puebla,Juan Galindo,Total del Municipio,9828.0,417
Puebla,Juan N. Méndez,Total del Municipio,5293.0,78
Puebla,Lafragua,Total del Municipio,7650.0,105
Puebla,Libres,Total del Municipio,37257.0,1305
Puebla,La Magdalena Tlatlauquitepec,Total del Municipio,650.0,16
Puebla,Mazapiltepec de Juárez,Total del Municipio,3176.0,71
Puebla,Mixtla,Total del Municipio,2668.0,102
Puebla,Molcaxac,Total del Municipio,6668.0,152
Puebla,Cañada Morelos,Total del Municipio,20659.0,333
Puebla,Naupan,Total del Municipio,9310.0,160
Puebla,Nauzontla,Total del Municipio,3317.0,76
Puebla,Nealtican,Total del Municipio,14075.0,341
Puebla,Nicolás Bravo,Total del Municipio,6644.0,201
Puebla,Nopalucan,Total del Municipio,32772.0,834
Puebla,Ocotepec,Total del Municipio,5077.0,142
Puebla,Ocoyucan,Total del Municipio,42669.0,1728
Puebla,Olintla,Total del Municipio,11993.0,194
Puebla,Oriental,Total del Municipio,19903.0,597
Puebla,Pahuatlán,Total del Municipio,20274.0,392
Puebla,Palmar de Bravo,Total del Municipio,50226.0,995
Puebla,Pantepec,Total del Municipio,18528.0,326
Puebla,Petlalcingo,Total del Municipio,9350.0,171
Puebla,Piaxtla,Total del Municipio,4627.0,71
Puebla,Puebla,Total del Municipio,1692181.0,99687
Puebla,Quecholac,Total del Municipio,57992.0,1191
Puebla,Quimixtlán,Total del Municipio,22855.0,248
Puebla,Rafael Lara Grajales,Total del Municipio,15952.0,517
Puebla,Los Reyes de Juárez,Total del Municipio,30021.0,595
Puebla,San Andrés Cholula,Total del Municipio,154448.0,12991
Puebla,San Antonio Cañada,Total del Municipio,5938.0,112
Puebla,San Diego la Mesa Tochimiltzingo,Total del Municipio,1270.0,21
Puebla,San Felipe Teotlalcingo,Total del Municipio,11063.0,319
Puebla,San Felipe Tepatlán,Total del Municipio,3793.0,43
Puebla,San Gabriel Chilac,Total del Municipio,15954.0,474
Puebla,San Gregorio Atzompa,Total del Municipio,9671.0,381
Puebla,San Jerónimo Tecuanipan,Total del Municipio,6597.0,150
Puebla,San Jerónimo Xayacatlán,Total del Municipio,3606.0,106
Puebla,San José Chiapa,Total del Municipio,10443.0,220
Puebla,San José Miahuatlán,Total del Municipio,14018.0,348
Puebla,San Juan Atenco,Total del Municipio,3604.0,137
Puebla,San Juan Atzompa,Total del Municipio,975.0,30
Puebla,San Martín Texmelucan,Total del Municipio,155738.0,6331
Puebla,San Martín Totoltepec,Total del Municipio,692.0,28
Puebla,San Matías Tlalancaleca,Total del Municipio,20974.0,616
Puebla,San Miguel Ixitlán,Total del Municipio,526.0,9
Puebla,San Miguel Xoxtla,Total del Municipio,12461.0,576
Puebla,San Nicolás Buenos Aires,Total del Municipio,10464.0,154
Puebla,San Nicolás de los Ranchos,Total del Municipio,11780.0,298
Puebla,San Pablo Anicano,Total del Municipio,3759.0,80
Puebla,San Pedro Cholula,Total del Municipio,138433.0,7206
Puebla,San Pedro Yeloixtlahuaca,Total del Municipio,3488.0,102
Puebla,San Salvador el Seco,Total del Municipio,30639.0,916
Puebla,San Salvador el Verde,Total del Municipio,34880.0,1116
Puebla,San Salvador Huixcolotla,Total del Municipio,16790.0,375
Puebla,San Sebastián Tlacotepec,Total del Municipio,13189.0,122
Puebla,Santa Catarina Tlaltempan,Total del Municipio,749.0,19
Puebla,Santa Inés Ahuatempan,Total del Municipio,6341.0,144
Puebla,Santa Isabel Cholula,Total del Municipio,11498.0,263
Puebla,Santiago Miahuatlán,Total del Municipio,30309.0,966
Puebla,Huehuetlán el Grande,Total del Municipio,6105.0,75
Puebla,Santo Tomás Hueyotlipan,Total del Municipio,9315.0,338
Puebla,Soltepec,Total del Municipio,12631.0,308
Puebla,Tecali de Herrera,Total del Municipio,23625.0,798
Puebla,Tecamachalco,Total del Municipio,80771.0,2951
Puebla,Tecomatlán,Total del Municipio,6830.0,713
Puebla,Tehuacán,Total del Municipio,327312.0,15891
Puebla,Tehuitzingo,Total del Municipio,12672.0,241
Puebla,Tenampulco,Total del Municipio,6743.0,136
Puebla,Teopantlán,Total del Municipio,3836.0,70
Puebla,Teotlalco,Total del Municipio,3689.0,95
Puebla,Tepanco de López,Total del Municipio,22218.0,864
Puebla,Tepango de Rodríguez,Total del Municipio,4155.0,116
Puebla,Tepatlaxco de Hidalgo,Total del Municipio,18854.0,579
Puebla,Tepeaca,Total del Municipio,84270.0,2762
Puebla,Tepemaxalco,Total del Municipio,1216.0,12
Puebla,Tepeojuma,Total del Municipio,8918.0,233
Puebla,Tepetzintla,Total del Municipio,10373.0,198
Puebla,Tepexco,Total del Municipio,7523.0,157
Puebla,Tepexi de Rodríguez,Total del Municipio,22331.0,666
Puebla,Tepeyahualco,Total del Municipio,19200.0,406
Puebla,Tepeyahualco de Cuauhtémoc,Total del Municipio,3851.0,115
Puebla,Tetela de Ocampo,Total del Municipio,27216.0,770
Puebla,Teteles de Avila Castillo,Total del Municipio,6653.0,719
Puebla,Teziutlán,Total del Municipio,103583.0,4855
Puebla,Tianguismanalco,Total del Municipio,14432.0,334
Puebla,Tilapa,Total del Municipio,9664.0,252
Puebla,Tlacotepec de Benito Juárez,Total del Municipio,54757.0,1192
Puebla,Tlacuilotepec,Total del Municipio,15977.0,313
Puebla,Tlachichuca,Total del Municipio,31639.0,773
Puebla,Tlahuapan,Total del Municipio,41547.0,1006
Puebla,Tlaltenango,Total del Municipio,7425.0,240
Puebla,Tlanepantla,Total del Municipio,5390.0,157
Puebla,Tlaola,Total del Municipio,20433.0,354
Puebla,Tlapacoya,Total del Municipio,6422.0,102
Puebla,Tlapanalá,Total del Municipio,10344.0,161
Puebla,Tlatlauquitepec,Total del Municipio,55576.0,2164
Puebla,Tlaxco,Total del Municipio,4934.0,69
Puebla,Tochimilco,Total del Municipio,19315.0,281
Puebla,Tochtepec,Total del Municipio,22454.0,699
Puebla,Totoltepec de Guerrero,Total del Municipio,1187.0,31
Puebla,Tulcingo,Total del Municipio,9871.0,163
Puebla,Tuzamapan de Galeana,Total del Municipio,5924.0,181
Puebla,Tzicatlacoyan,Total del Municipio,6476.0,94
Puebla,Venustiano Carranza,Total del Municipio,28395.0,814
Puebla,Vicente Guerrero,Total del Municipio,26559.0,288
Puebla,Xayacatlán de Bravo,Total del Municipio,1570.0,46
Puebla,Xicotepec,Total del Municipio,80591.0,3285
Puebla,Xicotlán,Total del Municipio,1312.0,19
Puebla,Xiutetelco,Total del Municipio,42943.0,1026
Puebla,Xochiapulco,Total del Municipio,3443.0,83
Puebla,Xochiltepec,Total del Municipio,3375.0,58
Puebla,Xochitlán de Vicente Suárez,Total del Municipio,13025.0,265
Puebla,Xochitlán Todos Santos,Total del Municipio,7178.0,150
Puebla,Yaonáhuac,Total del Municipio,7926.0,391
Puebla,Yehualtepec,Total del Municipio,26392.0,684
Puebla,Zacapala,Total del Municipio,4647.0,71
Puebla,Zacapoaxtla,Total del Municipio,57887.0,2348
Puebla,Zacatlán,Total del Municipio,87361.0,3565
Puebla,Zapotitlán,Total del Municipio,8595.0,335
Puebla,Zapotitlán de Méndez,Total del Municipio,5675.0,195
Puebla,Zaragoza,Total del Municipio,16752.0,880
Puebla,Zautla,Total del Municipio,20717.0,498
Puebla,Zihuateutla,Total del Municipio,11967.0,228
Puebla,Zinacatepec,Total del Municipio,18359.0,502
Puebla,Zongozotla,Total del Municipio,4539.0,98
Puebla,Zoquiapan,Total del Municipio,2452.0,67
Puebla,Zoquitlán,Total del Municipio,20335.0,223
Querétaro,Amealco de Bonfil,Total del Municipio,66841.0,1304
Querétaro,Pinal de Amoles,Total del Municipio,27365.0,497
